point_id,lon,lat,highway,itinerary_id,osrm_travel_distance
349,78.53404845,17.42616835,residential,2,1284.2
706,78.53714135,17.423339900000002,primary,2,958.8
687,78.5218959,17.4253459,residential,2,2051.4
728,78.51880595,17.42702,residential,2,1039.5
985,78.51648175,17.42481525,residential,2,459.7
733,78.51893369999999,17.42264555,residential,2,429.7
526,78.51860625,17.4219533,residential,2,100.3
191,78.51407215,17.4210038,residential,2,821.7
631,78.51325695,17.4208815,residential,2,117.7
573,78.51016899999999,17.41985065,residential,2,476.1
74,78.5108506,17.4176304,residential,2,372.1
461,78.51394214999999,17.416412,residential,2,596.2
849,78.51463565,17.4150182,residential,2,265.1
802,78.51450745,17.414554799999998,residential,2,63.0
664,78.51503515,17.412600150000003,residential,2,393.1
381,78.51603785,17.4122232,residential,2,139.8
288,78.51792685000001,17.41317045,residential,2,325.8
292,78.5139291,17.4107078,residential,2,878.2
958,78.51391555000001,17.40950045,residential,2,197.5
533,78.5153782,17.408745600000003,primary,2,422.9
590,78.51001525000001,17.40772715,residential,2,737.4
554,78.5095485,17.408926649999998,residential,2,300.4
704,78.51120435,17.40981205,residential,2,260.2
315,78.51149555,17.40973905,residential,2,32.2
930,78.5114826,17.41119805,tertiary,2,211.5
394,78.51272415,17.41254875,residential,2,281.0
89,78.50822485,17.41453085,residential,2,985.6
975,78.50673535,17.420574549999998,tertiary,2,953.5
61,78.5045417,17.41922635,residential,2,350.8
286,78.50319015,17.42013745,residential,2,284.6
766,78.50295435000001,17.4153233,residential,2,933.6
523,78.50241325,17.41395715,residential,2,284.4
813,78.5005792,17.41517805,residential,2,330.2
299,78.50027495,17.414544399999997,residential,2,109.1
935,78.5047601,17.40908285,residential,2,1242.0
259,78.50441509999999,17.40394055,tertiary,2,721.7
680,78.51028,17.40362495,residential,2,927.6
417,78.50856515000001,17.39843205,residential,2,1571.9
556,78.510566,17.4008848,residential,2,354.0
949,78.5126377,17.398673199999998,secondary,2,604.2
570,78.5159422,17.39919655,residential,2,505.8
198,78.5185247,17.39932195,residential,2,364.5
820,78.5209228,17.4001664,residential,2,381.1
815,78.5209105,17.40126705,residential,2,159.9
23,78.5203215,17.4024527,residential,2,204.9
