itinerary_id,part,google_maps_url
1,1,"https://www.google.com/maps/dir/17.477410499999998,78.50366704999999/17.47723535,78.5095608/17.47852325,78.5121187/17.4798154,78.51301545/17.47954075,78.5119153/17.478559699999998,78.5079951/17.46975075,78.50720525/17.467626199999998,78.50670235/17.467709499999998,78.50787585/17.473172249999998,78.50783444999999/17.4738269,78.50318935/17.4751224,78.502209/17.4749355,78.49803835/17.47581035,78.49698575/17.46929515,78.4958624/17.46644835,78.4935137/17.466087100000003,78.4932717/17.46574025,78.4928844/17.46539805,78.49549845/17.464734,78.49624895"
1,2,"https://www.google.com/maps/dir/17.464734,78.49624895/17.459567749999998,78.4916937/17.45838555,78.4942586/17.45707655,78.4971698/17.4548877,78.49155569999999/17.4556033,78.48777025000001/17.45080765,78.4880981/17.452722100000003,78.49004685/17.448881450000002,78.4962883/17.44595985,78.49622124999999/17.451564599999998,78.49957055/17.45261865,78.50049165/17.45123365,78.50176555/17.449384950000002,78.5007851/17.448879,78.50247295/17.4487388,78.50191835000001/17.44798305,78.4996195/17.44915685,78.5063768/17.44980275,78.50672555/17.451524749999997,78.50416835"
1,3,"https://www.google.com/maps/dir/17.451524749999997,78.50416835/17.4534255,78.50786360000001/17.453487799999998,78.5107094/17.4510367,78.51417219999999/17.4403983,78.50745205/17.44085795,78.50528915/17.43584,78.50377555/17.4374495,78.50189135/17.4373167,78.50042375/17.4357771,78.50038375/17.43881965,78.49888490000001/17.4382395,78.49519425/17.438084,78.4951451/17.433424600000002,78.49502430000001/17.4331943,78.49520480000001/17.4310138,78.49185935/17.43053565,78.49116235/17.43015545,78.492448/17.4294187,78.4919223/17.42757,78.4943025"
1,4,"https://www.google.com/maps/dir/17.42757,78.4943025/17.425639850000003,78.49389895/17.4260473,78.49556595000001/17.42555425,78.49784385000001/17.425205300000002,78.5006579/17.4221566,78.4978782/17.4199787,78.4938478/17.4199787,78.4938478/17.417844549999998,78.49479045000001/17.4160192,78.49645895/17.41394025,78.49598575/17.41206915,78.49124975000001/17.411870399999998,78.48998895/17.40920455,78.4887195/17.4113654,78.48274775/17.4092436,78.47886335/17.40715345,78.47869705/17.408703799999998,78.4765512/17.40840365,78.47442115/17.4055903,78.4750884"
1,5,"https://www.google.com/maps/dir/17.4055903,78.4750884/17.4062657,78.47517065/17.402474050000002,78.47254255/17.40252425,78.47603914999999/17.398659700000003,78.47993890000001/17.3968989,78.48043325/17.395817899999997,78.48132964999999/17.395545,78.48231435/17.3973074,78.48635515000001/17.4008663,78.48385365/17.401258300000002,78.489557/17.398771,78.49291065/17.39469305,78.490666/17.39610365,78.4907851/17.3944546,78.49888765/17.39337405,78.49406015/17.392784050000003,78.49106845/17.38916,78.49433815/17.38581515,78.48888665/17.38289055,78.49221595"
1,6,"https://www.google.com/maps/dir/17.38289055,78.49221595/17.37597105,78.49245694999999/17.37654105,78.49030085/17.377470250000002,78.48927195/17.37633125,78.488352/17.37711715,78.48700725/17.374743199999998,78.48463290000001/17.3737496,78.48448110000001/17.3714344,78.4873672/17.37291425,78.488642/17.36942715,78.4835994/17.367325549999997,78.48415315/17.364262949999997,78.48542155/17.36578075,78.48843155/17.365795499999997,78.4888584/17.3669713,78.4912151/17.36874885,78.49243089999999/17.369655299999998,78.49296815/17.3691181,78.49384225/17.370966,78.4965636"
1,7,"https://www.google.com/maps/dir/17.370966,78.4965636/17.3713118,78.49721805/17.37307955,78.49620300000001/17.3748005,78.49568869999999/17.371049050000003,78.498969/17.37336265,78.4984156/17.37364755,78.5024559/17.37694535,78.50162209999999/17.37895135,78.49866195/17.383908,78.5027911/17.3841324,78.50323695/17.38472965,78.50479985000001/17.383963,78.50789995/17.38365455,78.50983845/17.38271705,78.51019115/17.3807394,78.5134297/17.3793386,78.51336384999999/17.3730454,78.50804045/17.372135049999997,78.508892/17.3722182,78.5050755"
1,8,"https://www.google.com/maps/dir/17.3722182,78.5050755/17.366755150000003,78.50758695/17.36434355,78.50795049999999/17.3610173,78.50726159999999/17.3600528,78.5060953/17.35860255,78.50505525/17.35734805,78.5028758/17.3548417,78.5051518/17.3547188,78.50049215/17.35547205,78.49732904999999/17.3556011,78.49732405/17.3556222,78.49526585000001/17.355404800000002,78.49390840000001/17.35400005,78.49518165/17.35398165,78.4932205/17.3532751,78.4937261/17.35261155,78.49367995/17.3510922,78.4926553/17.347363700000002,78.49032645/17.34614235,78.4951173"
1,9,"https://www.google.com/maps/dir/17.34614235,78.4951173/17.34527545,78.49465945/17.343914849999997,78.49665010000001/17.341350650000003,78.4959193/17.33959545,78.4952557/17.339018799999998,78.49229460000001/17.338585950000002,78.49102745/17.34005705,78.4895454/17.342402749999998,78.48749190000001/17.34318495,78.4869453/17.3442157,78.4866766/17.3422846,78.4848695/17.340208699999998,78.48335265/17.3362569,78.48282549999999/17.33599515,78.48430615000001/17.3355266,78.484111/17.3357395,78.48582775/17.335178749999997,78.4862005/17.33569575,78.4870894/17.3344405,78.48704905"
1,10,"https://www.google.com/maps/dir/17.3344405,78.48704905/17.33632195,78.48580655/17.33547845,78.49131969999999/17.33358695,78.48984985/17.331448899999998,78.48619465/17.3306848,78.48506675/17.3303187,78.48944610000001/17.328620649999998,78.4910347/17.32758185,78.4934019/17.32646605,78.49343619999999/17.32637685,78.4946154/17.328307350000003,78.49479769999999/17.325551949999998,78.49200625/17.32481415,78.4919701/17.324993550000002,78.4915137/17.324879850000002,78.49146744999999/17.324238649999998,78.490494/17.3254362,78.48912625/17.3233779,78.4865254/17.3216466,78.48485905"
