lon,lat,highway,point_id,osrm_travel_distance,itinerary_id
77.03645965000001,28.801906,residential,673,1329.1,25
77.0359007,28.80461785,residential,576,373.0,25
77.02931275,28.80587425,residential,751,971.7,25
77.03287334999999,28.79450205,residential,789,2041.2,25
77.02615935,28.78639695,residential,957,1342.3,25
77.0416954,28.7675823,tertiary,16,3770.8,25
77.0428574,28.76701955,tertiary,583,175.2,25
77.04121104999999,28.7651691,residential,353,366.2,25
76.99553025,28.7678823,residential,560,4964.1,25
76.99399815000001,28.7691718,residential,920,280.1,25
76.99780390000001,28.7610717,residential,704,1507.4,25
76.99814595000001,28.7393117,secondary,888,2861.9,26
76.9936437,28.73688905,residential,217,829.8,26
77.00806170000001,28.74116275,residential,22,2229.1,26
77.01697905,28.73277055,residential,927,2078.3,26
76.9662893,28.7505035,residential,509,5623.6,26
76.97817094999999,28.763629700000003,tertiary,155,2470.9,26
76.97456975,28.7892433,residential,225,4542.8,27
76.9768188,28.80387355,residential,269,1962.4,27
76.9617243,28.80135585,tertiary,985,2133.8,27
76.96091675,28.800552,residential,849,200.1,27
76.98555025,28.77922015,unclassified,257,4523.4,27
77.00062715,28.8064963,residential,310,4813.8,27
77.00446595,28.80762295,residential,876,771.7,27
77.0081844,28.809135150000003,residential,518,544.8,27
77.0099477,28.8134012,residential,7,651.3,28
77.01373015,28.81664515,residential,149,587.6,28
77.0098921,28.81811105,residential,812,894.8,28
76.9946546,28.81884135,residential,448,1871.3,28
77.0075277,28.83461855,residential,352,3111.6,28
77.0163783,28.83717935,residential,48,1153.8,28
77.05233285,28.830851600000003,residential,167,4510.7,28
77.07096,28.82752965,residential,948,3506.0,28
77.06663284999999,28.8287477,residential,843,546.1,28
77.0646485,28.80989995,residential,765,3337.3,29
77.05291059999999,28.80172525,residential,50,1957.7,29
77.05149835,28.8044323,residential,574,434.0,29
77.0542696,28.8078377,residential,498,651.7,29
77.10116575,28.75940375,residential,326,10227.9,29
77.095819,28.7523865,residential,429,2198.0,29
77.0845137,28.715651899999997,residential,51,5564.1,30
77.10096075,28.71503765,residential,166,2310.3,30
77.11074395,28.712136299999997,residential,84,1586.4,30
77.11920950000001,28.7087003,residential,503,1095.9,30
77.1217126,28.71311905,residential,476,1361.7,30
77.12438455,28.72015315,tertiary,553,1050.3,30
77.13415165,28.7261733,residential,966,1595.9,30
77.1420639,28.7189786,residential,675,1804.1,30
77.14415315,28.7016477,residential,418,2922.0,30
77.15456520000001,28.6928874,secondary,759,1924.0,31
77.1393329,28.6881253,residential,930,3207.3,31
77.12998825,28.6878183,residential,248,1200.2,31
77.13216445,28.70801095,residential,913,3134.5,31
77.10306605,28.698293,residential,438,4061.0,31
77.09837594999999,28.7010443,residential,845,884.8,31
77.09180505,28.7012682,secondary,430,897.4,31
77.09448395,28.6939483,residential,423,1151.0,31
77.09049195,28.69512135,residential,14,538.9,31
77.10180355,28.6884238,tertiary,380,2022.2,31
77.0972242,28.6794296,residential,446,1728.1,32
77.1058135,28.67290565,residential,543,1581.4,32
77.1203728,28.665520800000003,residential,201,2569.1,32
77.11707245,28.65828915,residential,844,1555.3,32
77.11635509999999,28.6591904,residential,654,244.4,32
77.1162473,28.64967925,residential,520,1410.0,32
77.12965704999999,28.65222515,tertiary,840,1606.0,32
77.1288895,28.653366,residential,524,199.5,32
77.13377349999999,28.641866,residential,260,1548.4,32
77.13949945,28.6480065,residential,350,1203.4,32
77.13267925,28.6306666,primary,441,2427.6,32
77.14175535,28.59653015,tertiary,321,5821.8,33
77.1389862,28.588415249999997,residential,717,2211.5,33
77.1213209,28.59368665,residential,382,2871.0,33
77.1179288,28.5827708,residential,680,1427.7,33
77.1264193,28.6100332,unclassified,432,3447.5,33
77.1164864,28.6073831,residential,669,2347.0,33
77.08679599999999,28.6203868,residential,126,4670.4,34
