itinerary_id,part,google_maps_url
1,1,"https://www.google.com/maps/dir/18.942294,72.8260212/18.9423307,72.8261215/18.9398048,72.8263763/18.9395663,72.8268604/18.9390006,72.8271411/18.9371755,72.8273702/18.9371755,72.8273702/18.9359555,72.8273893/18.9336668,72.8267942/18.9332457,72.826721"
1,2,"https://www.google.com/maps/dir/18.9337102,72.8265208/18.9359987,72.8257477/18.9367876,72.8256905/18.9367646,72.8258564/18.9401424,72.8246547/18.9430974,72.8245892/18.9433323,72.8251228/18.9433323,72.8251228/18.9423066,72.8252581/18.9424274,72.8255858"
1,3,"https://www.google.com/maps/dir/18.9448551,72.8255054/18.94501,72.8253731/18.9461464,72.825753/18.9489339,72.8260075/18.9520705,72.8255573/18.9535916,72.8254064/18.9549258,72.8258121/18.9584477,72.8262091/18.9608354,72.825676/18.9599862,72.8251466"
1,4,"https://www.google.com/maps/dir/18.9616637,72.8261461/18.9602974,72.8272221/18.9600729,72.8280392/18.9601401,72.8281056/18.9623557,72.8279094/18.9599603,72.8293591/18.9599837,72.8295125/18.9600065,72.8302169/18.9600198,72.8306113/18.9600687,72.8314322"
1,5,"https://www.google.com/maps/dir/18.9585984,72.8306588/18.9609452,72.831039/18.9618936,72.8320547/18.9635874,72.8319625/18.965588,72.8324833/18.9684178,72.8327736/18.9701756,72.8331403/18.9707434,72.8326564/18.9705079,72.8325536/18.970739,72.8325434"
1,6,"https://www.google.com/maps/dir/18.9710645,72.8323915/18.9714136,72.8324276/18.9713271,72.8322813/18.9715652,72.8326032/18.9714961,72.8326367/18.9727239,72.8325322/18.9743616,72.8328892/18.9763773,72.8320919/18.9714927,72.8318922/18.9716168,72.8322193"
1,7,"https://www.google.com/maps/dir/18.9700393,72.8300545/18.9702341,72.8297777/18.9742143,72.8294045/18.9765543,72.8289497/18.9725552,72.8283091/18.968667,72.8283634/18.9701736,72.8272426/18.9669979,72.8268778/18.9680125,72.8255042/18.9679585,72.825487"
1,8,"https://www.google.com/maps/dir/18.9667548,72.8247163/18.9680779,72.8246308/18.9683561,72.8239017/18.9686412,72.8227748/18.9654538,72.8228431/18.9639128,72.8223393/18.9636125,72.8233492/18.964506,72.8245896/18.9636418,72.8247425/18.9624662,72.8278864"
1,9,"https://www.google.com/maps/dir/18.9609911,72.8248388/18.9593732,72.8251313/18.9579826,72.8248058/18.9593364,72.8237797/18.959384,72.8236745/18.9598568,72.8223969/18.9541279,72.8217207/18.9528213,72.8217521/18.9513997,72.8212733/18.9511969,72.8215211"
1,10,"https://www.google.com/maps/dir/18.9535111,72.8207989/18.9506844,72.8204298/18.9504004,72.8203229/18.9505948,72.8202304/18.950826,72.8197127/18.9507485,72.8196192/18.9521884,72.8190016/18.9534952,72.8185996/18.9552075,72.8186304/18.9517654,72.8227415"
1,11,"https://www.google.com/maps/dir/18.9524999,72.8176355/18.9527823,72.8174092/18.9529579,72.8162546/18.9545774,72.8154886/18.9538493,72.815366/18.9536671,72.8151919/18.9565233,72.8148718/18.9569388,72.8147443/18.957124,72.8144305/18.9570986,72.8144949"
1,12,"https://www.google.com/maps/dir/18.9583295,72.8142083/18.9572559,72.813953/18.9613173,72.8136939/18.9620068,72.8136731/18.9620068,72.8136731/18.9619674,72.8134296/18.9618435,72.8131754/18.9617238,72.8130234/18.9641528,72.8131498/18.9641215,72.8130532"
1,13,"https://www.google.com/maps/dir/18.967641,72.8131054/18.9693704,72.8139118/18.9721061,72.8136905/18.9742713,72.813471/18.9759069,72.8124411/18.978538,72.8117643/18.9780661,72.8109406/18.9746207,72.8104558/18.9740491,72.809228/18.9740357,72.8091347"
1,14,"https://www.google.com/maps/dir/18.9741713,72.8092138/18.9740357,72.8091347/18.9733131,72.8084375/18.97301,72.807439/18.975905,72.8071731/18.973315,72.8056556/18.9724518,72.8052247/18.9709654,72.8046801/18.9699891,72.8040573/18.970199,72.8042415"
1,15,"https://www.google.com/maps/dir/18.9690871,72.8036666/18.9686372,72.8036388/18.964698,72.8044896/18.9622024,72.8052912/18.9606221,72.8040294/18.9607238,72.8040943"
2,1,"https://www.google.com/maps/dir/18.9601287,72.8037703/18.9600886,72.8028675/18.9604591,72.8027272/18.958191,72.8029265/18.9560611,72.8041854/18.9550421,72.8044062/18.95283566666667,72.80444043333334/18.9553236,72.8053004/18.9573813,72.8060481/18.95824,72.80672"
2,2,"https://www.google.com/maps/dir/18.9563496,72.8072418/18.9570381,72.8074886/18.9571952,72.8076674/18.9553213,72.8079232/18.9570906,72.8085751/18.9576981,72.8084585/18.9565472,72.8093936/18.9561478,72.8100622/18.9572873,72.8104824/18.9565551,72.8122119"
2,3,"https://www.google.com/maps/dir/18.9608463,72.8104102/18.9635954,72.8108373/18.9626633,72.8113354/18.9625784,72.8113859/18.9618013,72.8116903/18.9654917,72.8119125/18.9589833,72.8125282/18.9558485,72.8125736/18.9556745,72.8124464/18.9557968,72.8125155"
