itinerary_id,part,google_maps_url
1,1,"https://www.google.com/maps/dir/77.256056,28.6442126/77.256403,28.6446275/77.2632634,28.6616439/77.2629693,28.6644334/77.2610841,28.6886948/77.2589557,28.6874395/77.2574978,28.6931553/77.2561781,28.6985139/77.2555705,28.6932696/77.2557515,28.6937788"
1,2,"https://www.google.com/maps/dir/77.2554302,28.704496/77.2618871,28.7079419/77.2663307,28.6975278/77.2677077,28.6938145/77.2676744,28.6878625/77.2675796,28.6813777/77.2700436,28.6804222/77.2705161,28.6885274/77.270922,28.6907659/77.2721113,28.6904922"
1,3,"https://www.google.com/maps/dir/77.2731008,28.6987708/77.2725006,28.701335/77.2722772,28.7024552/77.2713246,28.7046573/77.2702599,28.7239738/77.2687033,28.7296236/77.268958,28.7321169/77.2663581,28.72655/77.2662505,28.7225526/77.2662686,28.7222116"
1,4,"https://www.google.com/maps/dir/77.2686656,28.7538264/77.271456,28.7698821/77.2753891,28.76799/77.2806442,28.7768059/77.2809866,28.7755083/77.2858422,28.7663255/77.2868007,28.7491696/77.2900629,28.7446622/77.2943375,28.7584/77.2942426,28.7588303"
1,5,"https://www.google.com/maps/dir/77.298307,28.7532761/77.2955933,28.7323374/77.2925757,28.7232337/77.2927832,28.7214548/77.2903009,28.7200496/77.2862946,28.7268516/77.2852243,28.7045447/77.2873557,28.7014394/77.2821162,28.6971677/77.2826749,28.6968838"
1,6,"https://www.google.com/maps/dir/77.2807611,28.6931851/77.2785336,28.6941157/77.2766657,28.7007316/77.2781972,28.7083251/77.2816163,28.716935/77.2769077,28.7257284/77.274641,28.7189364/77.2752519,28.6914917/77.2768492,28.6697622/77.2767649,28.6703008"
1,7,"https://www.google.com/maps/dir/77.2802832,28.6737916/77.2830134,28.6804385/77.2821983,28.6595331/77.2821065,28.6554689/77.2818698,28.644336/77.2811885,28.6396713/77.2795289,28.6338512/77.2812518,28.6297428/77.277289,28.6293895/77.2775252,28.6295549"
1,8,"https://www.google.com/maps/dir/77.2756955,28.639181/77.275187,28.6494856/77.2711778,28.6290898/77.2676522,28.62586765/77.2661014,28.6221947/77.2642231,28.6331801/77.2728879,28.6057611/77.2762267,28.6058725/77.2736623,28.5716552/77.2731453,28.5716736"
1,9,"https://www.google.com/maps/dir/77.2749069,28.5557088/77.2727618,28.5497743/77.2766505,28.5474607/77.2725058,28.5318047/77.2699173,28.5161468/77.2647108,28.5539793/77.2629546,28.5494404/77.2627559,28.5763101/77.2659725,28.5814746/77.2641253,28.5827566"
1,10,"https://www.google.com/maps/dir/77.2579754,28.5862772/77.2543745,28.5697875/77.2538379,28.5687614/77.2516335,28.5692714/77.249996,28.5677353/77.2501878,28.5662502"
