osm_id,name,ref,type,oneway,bridge,maxspeed,start_lat,start_long,end_lat,end_long,LENGTH_M,SEGMENT_PART,travel_distance,itinerary_id
788767156,,,residential,0,0,,72.8543739,19.0216595,72.8546829,19.0206458,47.79892945840441,,47.79892945840441,7
22848910,R.P. Masani Marg,,residential,1,0,,72.8550524,19.0224568,72.8554695,19.0244178,79.26449730345712,,79.26449730345712,7
22848898,Scheme 57 Road no.32,,residential,1,0,,72.8554695,19.0244178,72.8548222,19.024553,72.1127813162019,,72.1127813162019,7
1235473854,King's Circle,,trunk,0,0,,72.8555566,19.0274221,72.8559858,19.0270115,49.58624534623104,,49.58624534623104,7
22848991,,,residential,0,0,,72.8544255,19.0261208,72.8540381,19.0269092,50.23492546849246,,50.23492546849246,7
796994438,,,service,0,0,,72.8535153,19.0258072,72.8536698,19.0259678,17.968221585455748,,17.968221585455748,7
788506122,,,residential,0,0,,72.8529131,19.0236536,72.8525847,19.0232609,38.719371238694514,,38.719371238694514,7
22848914,Deodhar Road,,residential,0,0,,72.852717,19.0243793,72.8505991,19.026242,243.28913708262368,,243.28913708262368,7
788506124,,,residential,0,0,,72.8524796,19.0236514,72.853039,19.0232403,63.645740709959,,63.645740709959,7
788489616,,,service,0,0,,72.8522193,19.0243319,72.8524718,19.0241201,28.922602919166938,,28.922602919166938,7
236169517,Zed Bridge,,footway,0,1,,72.8512415,19.0286627,72.8485989,19.0306679,301.1094608772374,,301.1094608772374,7
427202418,,,footway,0,1,,72.8503056,19.0271087,72.8500178,19.0272954,32.5821287807222,,32.5821287807222,7
946437570,L J Marg,,tertiary,1,0,,72.8497808,19.0226332,72.8492062,19.022871,64.36663254947685,,64.36663254947685,7
216492421,Khareghat Road,,residential,0,0,,72.8495744,19.0202773,72.8487871,19.0208052,89.23868189244594,,89.23868189244594,7
618139792,Dr Babasaheb Ambedkar Marg (Vincent Road),,trunk,1,0,,72.8494579,19.0201255,72.8496865,19.0204234,27.23134820195357,,27.23134820195357,7
236595408,,,service,0,0,,72.8492792,19.0200318,72.8487581,19.0203781,59.04584986192986,,59.04584986192986,7
236595411,,,service,0,0,,72.8486161,19.0191333,72.8480969,19.0194938,58.930257942774446,,58.930257942774446,7
1239122778,Tilak Road,,primary,0,0,,72.8487738,19.0171976,72.8483932,19.0174305,43.0043470651953,,43.0043470651953,7
22848334,Mancherji Joshi Road,,residential,1,0,,72.8492572,19.0175248,72.8490585,19.0175282,22.09471319669163,,22.09471319669163,7
42877362,Parsi Colony Road No 7,,residential,0,0,,72.8498663,19.017143,72.8509328,19.0177508,120.25217255583259,,120.25217255583259,7
691949468,,,service,0,0,,72.8503912,19.013116,72.8511698,19.0126802,87.74754792753377,,87.74754792753377,7
788510944,,,service,0,0,,72.850964,19.0133801,72.8513279,19.0134289,40.49545370327659,,40.49545370327659,7
1178280072,,,service,0,0,,72.8511057,19.0151415,72.8510462,19.0151927,6.82573723438555,,6.82573723438555,7
1235569519,Road No 26,,tertiary,0,0,,72.8493211,19.0126275,72.8492391,19.0126612,9.184699092546127,,9.184699092546127,7
22848546,Mumbai Marathi Granth Sangrahalaya Marg,,tertiary,0,0,,72.8492391,19.0126612,72.8455526,19.0146451,415.05075024419614,,415.05075024419614,7
22848295,D V Pradhan Road,,residential,1,0,,72.8471568,19.0187833,72.8456396,19.019748,171.64583096283764,,171.64583096283764,7
122140435,,,footway,0,1,,72.8474124,19.0290046,72.8469772,19.0291208,48.54183431451399,,48.54183431451399,7
236398669,,,footway,0,0,,72.8470991,19.0290925,72.8470296,19.0288846,10.305630428153732,,10.305630428153732,7
1190157975,,,secondary_link,0,0,,72.8469558,19.0297167,72.8470512,19.0296878,10.650249166862514,,10.650249166862514,7
658401973,Mahim Sion Link Road,,secondary,1,0,,72.8443796,19.0447192,72.8424727,19.045491,213.5434977907888,,213.5434977907888,7
