video_id,source_folder,video_name,original_video_filename,frame_filename,frame_number,timestamp_sec,timestamp_display,video_fps,video_duration_sec,md5_hash
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000000.jpg,0,0.0,0:00:00,100.0,1088.0,efed1161aab1c46f8ff721fa7976e3d2
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000001.jpg,12000,120.0,0:02:00,100.0,1088.0,d1e52c0f06bec430dc9ef5b22a55973b
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000002.jpg,24000,240.0,0:04:00,100.0,1088.0,94196a55654ebcb0c0c3839c88077ed2
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000003.jpg,36000,360.0,0:06:00,100.0,1088.0,c344cbe8eb313d7fecaa78a395d78df1
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000004.jpg,48000,480.0,0:08:00,100.0,1088.0,50a4ca433b0c1ee4d5a827cea0d39c8d
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000005.jpg,60000,600.0,0:10:00,100.0,1088.0,bb0dd3e494b044691dd84cf95e2ca5d9
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000006.jpg,72000,720.0,0:12:00,100.0,1088.0,d4e23b754b1ab89b564ada26058a1840
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000007.jpg,84000,840.0,0:14:00,100.0,1088.0,d1fe91b911ada8fee6e8892bceef6501
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000008.jpg,96000,960.0,0:16:00,100.0,1088.0,a419cc7a34a44133d50e2746e322d249
day_11_6_2026_GX012499,day_11_6_2026,GX012499,GX012499.MP4,day_11_6_2026_GX012499_frame000009.jpg,108000,1080.0,0:18:00,100.0,1088.0,6ff244aa0554ade4b46ab32a50b7151b
day_11_6_2026_GX012500,day_11_6_2026,GX012500,GX012500.MP4,day_11_6_2026_GX012500_frame000000.jpg,0,0.0,0:00:00,100.0,60.21,39b4eb6f6098bf4b08545e9735148cde
day_11_6_2026_GX012501,day_11_6_2026,GX012501,GX012501.MP4,day_11_6_2026_GX012501_frame000000.jpg,0,0.0,0:00:00,100.0,80.853333,62383cd93bb3abc1b3abf6142325e8d9
day_11_6_2026_GX012502,day_11_6_2026,GX012502,GX012502.MP4,day_11_6_2026_GX012502_frame000000.jpg,0,0.0,0:00:00,100.0,52.59,1c07ced626b899de5ebeeb8f302e22a9
day_11_6_2026_GX012503,day_11_6_2026,GX012503,GX012503.MP4,day_11_6_2026_GX012503_frame000000.jpg,0,0.0,0:00:00,100.0,356.181333,5f95bf279b6a3b9f23da36293231833e
day_11_6_2026_GX012503,day_11_6_2026,GX012503,GX012503.MP4,day_11_6_2026_GX012503_frame000001.jpg,12000,120.0,0:02:00,100.0,356.181333,b1569e14d75f7ccfe509ba5dbe2838d0
