video_id,source_folder,video_name,original_video_filename,unique_video_filename,file_size_bytes,file_size_mb,file_created_at,file_modified_at,video_duration_sec,video_fps,video_resolution_wxh,video_codec,camera_model,recording_datetime,exif_filename,exif_file_path,exif_relative_path
11_itinerary_11_2_8ced221b,11,itinerary_11_2,itinerary_11_2.MP4,11_itinerary_11_2.MP4_8ced221b,2368824703,2259.087279319763,2025-12-29 10:31:59.600,2025-12-29 10:31:59.600,642.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 12:47:51,11_itinerary_11_2_8ced221b_exif.txt,exif_files/11_itinerary_11_2_8ced221b_exif.txt,../exif_files/11_itinerary_11_2_8ced221b_exif.txt
11_itinerary_2_f5bb7363,11,itinerary_2,itinerary_2.MP4,11_itinerary_2.MP4_f5bb7363,3129096767,2984.139220237732,2025-05-01 19:35:07.380,2025-05-01 19:35:07.380,555.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 07:46:30,11_itinerary_2_f5bb7363_exif.txt,exif_files/11_itinerary_2_f5bb7363_exif.txt,../exif_files/11_itinerary_2_f5bb7363_exif.txt
11_itinerary_7_1_669d5032,11,itinerary_7_1,itinerary_7_1.MP4,11_itinerary_7_1.MP4_669d5032,1343321148,1281.090877532959,2025-05-01 19:25:38.050,2025-05-01 19:25:38.050,238.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 10:22:59,11_itinerary_7_1_669d5032_exif.txt,exif_files/11_itinerary_7_1_669d5032_exif.txt,../exif_files/11_itinerary_7_1_669d5032_exif.txt
11_itinerary_7_2_a76e0527,11,itinerary_7_2,itinerary_7_2.MP4,11_itinerary_7_2.MP4_a76e0527,1898950446,1810.9802684783936,2025-05-01 19:29:36.000,2025-05-01 19:29:36.000,337.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 10:29:59,11_itinerary_7_2_a76e0527_exif.txt,exif_files/11_itinerary_7_2_a76e0527_exif.txt,../exif_files/11_itinerary_7_2_a76e0527_exif.txt
11_navy_nagar_incomplete_e25b36f0,11,navy_nagar_incomplete,navy_nagar_incomplete.MP4,11_navy_nagar_incomplete.MP4_e25b36f0,857159826,817.4513111114502,2025-12-28 17:55:32.580,2025-12-28 17:55:32.580,152.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 08:51:06,11_navy_nagar_incomplete_e25b36f0_exif.txt,exif_files/11_navy_nagar_incomplete_e25b36f0_exif.txt,../exif_files/11_navy_nagar_incomplete_e25b36f0_exif.txt
11_itinerary_5_dd50e8db,11,itinerary_5,itinerary_5.MP4,11_itinerary_5.MP4_dd50e8db,3212524910,3063.7024974823,2025-05-01 19:36:30.620,2025-05-01 19:36:30.620,570.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 09:39:56,11_itinerary_5_dd50e8db_exif.txt,exif_files/11_itinerary_5_dd50e8db_exif.txt,../exif_files/11_itinerary_5_dd50e8db_exif.txt
11_itinerary_4_b7be29f3,11,itinerary_4,itinerary_4.MP4,11_itinerary_4.MP4_b7be29f3,4211853006,4016.736036300659,2025-05-01 19:41:00.690,2025-05-01 19:41:00.690,747.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 08:57:04,11_itinerary_4_b7be29f3_exif.txt,exif_files/11_itinerary_4_b7be29f3_exif.txt,../exif_files/11_itinerary_4_b7be29f3_exif.txt
11_itinerary_8_1ef04704,11,itinerary_8,itinerary_8.MP4,11_itinerary_8.MP4_1ef04704,3865364924,3686.2992515563965,2025-05-01 19:40:24.960,2025-05-01 19:40:24.960,686.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 10:45:16,11_itinerary_8_1ef04704_exif.txt,exif_files/11_itinerary_8_1ef04704_exif.txt,../exif_files/11_itinerary_8_1ef04704_exif.txt
11_itinerary_9_1_c7866918,11,itinerary_9_1,itinerary_9_1.MP4,11_itinerary_9_1.MP4_c7866918,3425738595,3267.0389127731323,2025-05-01 19:38:40.970,2025-05-01 19:38:40.970,608.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:18 11:21:29,11_itinerary_9_1_c7866918_exif.txt,exif_files/11_itinerary_9_1_c7866918_exif.txt,../exif_files/11_itinerary_9_1_c7866918_exif.txt
9_itinerary_4_cfec52bd,9,itinerary_4,itinerary_4.MP4,9_itinerary_4.MP4_cfec52bd,3070855797,2928.596302986145,2025-05-01 11:49:54.270,2025-05-01 11:49:54.270,545.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:12 10:27:54,9_itinerary_4_cfec52bd_exif.txt,exif_files/9_itinerary_4_cfec52bd_exif.txt,../exif_files/9_itinerary_4_cfec52bd_exif.txt
10_itinerary_6_1_70719732,10,itinerary_6_1,itinerary_6_1.MP4,10_itinerary_6_1.MP4_70719732,11871916477,11321.94183063507,2025-12-29 09:51:15.760,2025-12-29 09:51:15.760,2114.0,29.97002997,3840x2160,hvc1,HERO13 Black,2025:04:17 07:45:43,10_itinerary_6_1_70719732_exif.txt,exif_files/10_itinerary_6_1_70719732_exif.txt,../exif_files/10_itinerary_6_1_70719732_exif.txt
