itinerary_id,part,google_maps_url
1,1,"https://www.google.com/maps/dir/28.56419115,76.8521097/28.5764625,76.86244565/28.57276,76.86721885/28.56919415,76.90672045/28.553847599999997,76.91098725/28.5359517,76.92371675/28.5309133,76.93097065/28.5274628,76.95316105/28.52979555,76.97343964999999/28.53449415,76.97764190000001/28.53453925,76.9815655/28.55351305,76.9779445/28.55828125,76.96332805/28.56384975,76.98024889999999/28.5864616,76.9794485/28.589148,76.97704125/28.59492215,76.9797665/28.591695,76.98481534999999/28.59297945,76.9958053/28.5928498,76.9966899"
1,2,"https://www.google.com/maps/dir/28.5928498,76.9966899/28.595995700000003,77.00521165/28.60022085,77.0044576/28.6028183,76.9988661/28.60287875,76.98983995/28.6078311,76.98320104999999/28.61173945,76.9693895/28.6143759,76.9692388/28.6050763,76.96662004999999/28.6068856,76.96385475/28.6059324,76.94325685/28.603817300000003,76.9430101/28.59879425,76.93570625/28.60412235,76.93208345/28.5979059,76.9176119/28.5977966,76.9166589/28.5982758,76.91443015/28.593459000000003,76.9152321/28.5921398,76.9161825/28.593073250000003,76.92862775"
1,3,"https://www.google.com/maps/dir/28.593073250000003,76.92862775/28.57898275,76.94948135/28.57233005,76.94896635/28.5485266,76.93882475000001/28.522341500000003,76.90179655/28.53951505,76.88789885/28.59318685,76.90117945/28.610457250000003,76.89383154999999/28.6117729,76.89472135/28.6251082,76.94240694999999/28.6267044,76.95042305000001/28.62749465,76.96190055/28.62788505,76.96276725/28.631073,76.97148315/28.631293300000003,76.97368990000001"
2,1,"https://www.google.com/maps/dir/28.45306955,77.16957099999999/28.4502087,77.1678095/28.4426721,77.1676779/28.44357445,77.1746399/28.4543714,77.17808585/28.45570125,77.1873001/28.453925,77.1932057/28.458750199999997,77.1898998/28.46038155,77.19774075000001/28.46455595,77.1909124/28.4702441,77.20508855/28.4669058,77.21067690000001/28.44898005,77.21911309999999/28.444085,77.1900915/28.4603951,77.16286585/28.454253,77.1604576/28.47006545,77.1562381/28.47421625,77.1525058/28.48212405,77.15639809999999/28.486294299999997,77.16135335"
2,2,"https://www.google.com/maps/dir/28.486294299999997,77.16135335/28.49421895,77.16487245/28.4950336,77.16580675/28.50145725,77.1704364/28.5025007,77.18118204999999/28.49806695,77.18979515000001/28.500196350000003,77.1912798/28.50223195,77.1910976/28.5020997,77.19249765/28.50364695,77.19046945/28.49899695,77.19653579999999/28.49932315,77.197214/28.4963932,77.1939456/28.48880835,77.1927201/28.49148985,77.17653405/28.51072245,77.17899080000001/28.51277445,77.17856485/28.5173309,77.1748511/28.51779505,77.16816235/28.5174194,77.16727495"
2,3,"https://www.google.com/maps/dir/28.5174194,77.16727495/28.51475155,77.1641791/28.5189613,77.15869964999999/28.51286675,77.12978435/28.51235,77.1228064/28.5062649,77.11302255000001/28.5027546,77.11786434999999/28.508452499999997,77.1059597/28.5213989,77.099026/28.52237435,77.09641690000001/28.52230155,77.0891302/28.52391385,77.08163305/28.5266168,77.08527335/28.51606505,77.06471765/28.533854249999997,77.05272120000001/28.5343274,77.05254705/28.5352272,77.05544965/28.536422100000003,77.05759025/28.53879315,77.05936905/28.539551,77.05613919999999"
2,4,"https://www.google.com/maps/dir/28.539551,77.05613919999999/28.5397308,77.0551799/28.53141905,77.04937795000001/28.52623525,77.0461696/28.53479915,77.04742095/28.5361473,77.04698295/28.54049705,77.052548/28.54452185,77.05233480000001/28.5594922,77.0630465/28.5633785,77.06243955/28.57809425,77.0704365/28.581721,77.06709910000001"
3,1,"https://www.google.com/maps/dir/28.83717935,77.0163783/28.83461855,77.0075277/28.81811105,77.0098921/28.8134012,77.0099477/28.81664515,77.01373015/28.809135150000003,77.0081844/28.80762295,77.00446595/28.8064963,77.00062715/28.80387355,76.9768188/28.7892433,76.97456975/28.77922015,76.98555025/28.7691718,76.99399815000001/28.7678823,76.99553025/28.7610717,76.99780390000001/28.7393117,76.99814595000001/28.73688905,76.9936437/28.74116275,77.00806170000001/28.73277055,77.01697905/28.73447755,77.0303845/28.73768115,77.02845199999999"
3,2,"https://www.google.com/maps/dir/28.73768115,77.02845199999999/28.7292736,77.0311242/28.72783865,77.02885885/28.72720745,77.02598065000001/28.7130185,77.02873070000001/28.70975365,77.03068065/28.70956855,77.0360527/28.70947035,77.0364161/28.7092539,77.03848175/28.70593965,77.0395027/28.7030535,77.044107/28.69864495,77.03762/28.69911395,77.03227179999999/28.68941415,77.02755275/28.6872105,77.0264042/28.6966927,77.04727994999999/28.69401655,77.05536025/28.69650625,77.05531289999999/28.69256705,77.06123819999999/28.688979699999997,77.0565563"
3,3,"https://www.google.com/maps/dir/28.688979699999997,77.0565563/28.68753065,77.05116625/28.6832159,77.05936679999999/28.6860981,77.0534648/28.6798587,77.05090365/28.67711145,77.05148439999999/28.67569455,77.0528848/28.67643245,77.05621045000001/28.677726649999997,77.0589971/28.67932615,77.06428615/28.684803,77.0651678/28.690590299999997,77.0724348/28.691381,77.06975695/28.69256675,77.0658712/28.70234625,77.06662825000001/28.70344275,77.06244910000001/28.704141900000003,77.05811875/28.70715535,77.0510267/28.71185865,77.0618632/28.71048,77.0640899"
